ID_cliente,Nombre,Apellido,Edad,Provincia,Ocupacion,Saldo_cuenta,Limite_credito,Tiene_tarjeta,Producto_principal,Fecha_alta,Nivel_satisfaccion
731,Carlos,Gómez,73,Salta,Empresario,130219.63,203016.94,False,Préstamo personal,2016-04-05,8.0
732,María,Martínez,77,Mendoza,Empleado,18593.66,183563.39,True,Cuenta corriente,2022-07-17,3.0
733,Pedro,Rodríguez,27,Córdoba,,60335.28,182694.33,True,Tarjeta de crédito,2016-10-31,10.0
734,Luis,López,56,Salta,Empleado,121642.23,12985.48,False,Préstamo personal,2020-10-02,1.0
735,Diego,Pérez,45,Córdoba,Estudiante,74966.18,167780.9,True,Caja de ahorro,2021-05-13,10.0
736,Diego,Díaz,66,Salta,Estudiante,107857.59,,True,Caja de ahorro,2020-01-19,5.0
737,Sofía,Rodríguez,53,Neuquén,Empresario,39315.23,99128.7,True,Préstamo personal,2019-06-07,1.0
738,Ana,Pérez,78,Buenos Aires,Empleado,,150350.9,True,Préstamo personal,2016-02-04,5.0
739,Lucía,Fernández,30,Chubut,Empleado,108169.29,108290.87,True,Cuenta corriente,2016-10-29,9.0
740,Ana,Díaz,49,Santa Fe,Jubilado,52426.37,191100.42,True,Caja de ahorro,2022-01-07,5.0
741,Lucía,Sánchez,53,Chubut,Jubilado,,111760.08,True,Préstamo personal,2019-03-03,2.0
742,Ana,García,54,Neuquén,Empresario,68128.8,118285.52,True,Plazo fijo,2018-08-27,2.0
743,Luis,Gómez,43,Tucumán,Empleado,168920.84,131437.99,True,Plazo fijo,2018-07-18,10.0
744,Pedro,Martínez,39,Chubut,Empresario,91609.72,239976.41,False,Préstamo personal,2022-03-08,
745,Pedro,Rodríguez,21,Buenos Aires,Jubilado,21576.22,190186.89,True,Cuenta corriente,2019-01-12,5.0
746,María,Gómez,48,Tucumán,Jubilado,43154.96,214504.15,True,Caja de ahorro,2020-11-29,8.0
747,Marta,López,35,Salta,Estudiante,108803.96,,True,Plazo fijo,2015-08-27,10.0
748,Pedro,Pérez,55,Santa Fe,Empresario,151638.79,99228.21,True,Préstamo personal,2017-11-09,4.0
749,Pedro,Pérez,41,Santa Fe,Empresario,188488.86,203543.19,True,Préstamo personal,2018-08-05,2.0
750,Carlos,Rodríguez,73,Salta,Empleado,,79593.55,False,Tarjeta de crédito,2019-06-05,4.0
751,Carlos,Romero,40,Salta,Empleado,41137.81,,False,Préstamo personal,2021-02-22,4.0
752,María,Romero,39,Córdoba,Estudiante,113924.25,232213.65,True,Cuenta corriente,2021-08-26,9.0
753,Marta,Sánchez,19,Salta,Desempleado,58739.27,111461.41,False,Plazo fijo,2019-09-18,10.0
754,Sofía,García,48,Mendoza,Desempleado,119609.58,77160.1,True,Tarjeta de crédito,2019-10-07,6.0
755,Carlos,Díaz,72,Chubut,Desempleado,52926.27,151898.98,True,Plazo fijo,2019-02-24,10.0
756,Sofía,López,28,Salta,Empresario,-4478.51,,False,Plazo fijo,2021-01-20,6.0
757,Juan,Gómez,45,Mendoza,Empresario,165842.78,199490.0,False,Cuenta corriente,2022-04-07,5.0
758,Carlos,Romero,63,Salta,Jubilado,88679.16,114205.65,False,Préstamo personal,2018-06-26,6.0
759,Luis,Sánchez,49,Córdoba,Empresario,,106190.44,False,Cuenta corriente,2022-12-12,1.0
760,Marta,Sánchez,79,Mendoza,Empresario,149835.07,,False,Préstamo personal,2017-11-10,5.0
761,María,Rodríguez,22,Chubut,Empresario,193942.34,133822.49,True,Tarjeta de crédito,2022-11-18,6.0
762,Juan,López,55,Buenos Aires,Estudiante,136004.03,160093.97,True,Cuenta corriente,2019-03-16,8.0
763,Marta,Fernández,27,Mendoza,Empresario,105150.08,170860.18,True,Cuenta corriente,2022-03-29,4.0
764,Luis,Díaz,57,Neuquén,,123143.64,141308.49,False,Caja de ahorro,2016-06-19,5.0
765,Marta,García,63,Córdoba,Empleado,85260.85,103542.06,True,Cuenta corriente,2020-11-28,4.0
766,Luis,Martínez,41,Tucumán,Jubilado,101805.72,,False,Caja de ahorro,2017-08-06,7.0
767,Luis,Rodríguez,52,Chubut,Estudiante,107243.18,122263.61,True,Préstamo personal,2017-05-12,10.0
768,Sofía,Díaz,61,Mendoza,Empleado,60668.74,115236.44,False,Préstamo personal,2022-03-27,6.0
769,Ana,Martínez,65,Neuquén,Estudiante,101058.68,155706.42,False,Préstamo personal,2017-10-18,4.0
770,Juan,Martínez,77,Neuquén,Estudiante,118355.09,72853.5,True,Caja de ahorro,2021-11-12,6.0
771,Marta,López,79,Chubut,Jubilado,125850.84,165635.04,True,Préstamo personal,2016-03-09,4.0
772,Lucía,López,40,Chubut,Estudiante,121866.19,,True,Plazo fijo,2018-11-04,8.0
773,Juan,Gómez,34,Neuquén,Empresario,33048.74,194872.79,True,Cuenta corriente,2023-01-14,3.0
774,Ana,Sánchez,18,Salta,Estudiante,161462.95,129984.31,False,Caja de ahorro,2017-02-21,8.0
775,Juan,Díaz,72,Neuquén,Jubilado,157314.06,202993.26,True,Préstamo personal,2017-09-14,2.0
776,Pedro,Rodríguez,48,Salta,Jubilado,95192.58,171185.72,False,Plazo fijo,2015-06-18,6.0
777,Lucía,Pérez,48,Tucumán,Jubilado,122775.43,148928.43,True,Cuenta corriente,2016-12-09,8.0
778,Ana,Rodríguez,59,Córdoba,Empleado,89172.31,222667.84,True,Cuenta corriente,2017-08-22,1.0
779,Sofía,Gómez,74,Santa Fe,Empresario,137597.88,153808.51,True,Préstamo personal,2022-08-06,
780,Marta,García,72,Salta,Empleado,,129265.31,True,Plazo fijo,2019-05-22,9.0
781,Diego,Sánchez,59,Neuquén,Desempleado,167123.03,,True,Caja de ahorro,2015-08-17,10.0
782,Ana,Pérez,70,Neuquén,Empresario,,,False,Préstamo personal,2018-03-30,
783,María,Romero,73,Buenos Aires,Estudiante,136271.69,164945.87,True,Cuenta corriente,2016-03-02,2.0
784,Marta,García,51,Neuquén,Jubilado,94747.36,202827.49,False,Cuenta corriente,2015-05-02,1.0
785,Ana,López,26,Córdoba,Desempleado,29369.07,,True,Cuenta corriente,2021-01-05,2.0
786,Pedro,Martínez,39,Mendoza,,144196.74,153605.59,False,Préstamo personal,2022-12-09,5.0
787,Diego,Romero,30,Mendoza,Empleado,31021.93,181913.25,True,Tarjeta de crédito,2022-07-15,6.0
788,Pedro,Rodríguez,42,Neuquén,Jubilado,144798.63,,True,Tarjeta de crédito,2015-04-21,1.0
789,Diego,Rodríguez,65,Buenos Aires,Empleado,61393.64,131894.59,True,Tarjeta de crédito,2018-05-29,7.0
790,María,López,35,Salta,Empresario,,156893.44,False,Plazo fijo,2020-04-11,
791,Marta,Gómez,68,Córdoba,Empresario,100049.99,182090.49,False,Préstamo personal,2015-03-05,9.0
792,Sofía,Díaz,29,Buenos Aires,,159140.03,,True,Cuenta corriente,2022-05-09,6.0
793,Pedro,Romero,57,Salta,Estudiante,51719.81,,True,Plazo fijo,2018-10-09,9.0
794,Pedro,Romero,34,Córdoba,Empleado,179951.73,,True,Tarjeta de crédito,2017-06-27,1.0
795,Luis,Fernández,32,Neuquén,Desempleado,132837.03,170915.25,False,Caja de ahorro,2019-11-07,4.0
796,Diego,García,59,Mendoza,Jubilado,107837.98,173757.95,True,Plazo fijo,2019-02-17,2.0
797,Carlos,Sánchez,32,Córdoba,Estudiante,78218.79,102313.97,False,Plazo fijo,2015-01-13,6.0
798,Marta,García,32,Neuquén,Desempleado,,156095.6,True,Préstamo personal,2023-03-01,4.0
799,Diego,Díaz,72,Tucumán,Empleado,,183733.81,False,Plazo fijo,2018-03-22,9.0
800,Luis,Rodríguez,56,Santa Fe,,142302.04,114776.78,False,Préstamo personal,2015-08-27,
801,Juan,Rodríguez,30,Córdoba,Jubilado,70325.19,125178.22,False,Caja de ahorro,2016-10-24,1.0
802,Diego,Rodríguez,34,Santa Fe,,59674.33,184419.16,True,Cuenta corriente,2018-01-14,1.0
803,Sofía,Fernández,49,Córdoba,Estudiante,89308.66,123315.9,False,Cuenta corriente,2016-11-24,9.0
804,Marta,Rodríguez,26,Santa Fe,Estudiante,169681.43,141659.64,True,Tarjeta de crédito,2018-03-27,9.0
805,Luis,Díaz,57,Tucumán,Empresario,,108615.25,False,Tarjeta de crédito,2019-02-13,5.0
806,Juan,López,37,Mendoza,Empresario,157123.88,222797.54,True,Caja de ahorro,2020-03-17,2.0
807,Lucía,Sánchez,43,Chubut,Jubilado,102113.99,170824.91,False,Cuenta corriente,2015-03-17,9.0
808,Luis,Díaz,44,Salta,Jubilado,17363.04,139784.2,False,Tarjeta de crédito,2015-11-25,8.0
809,Lucía,Sánchez,38,Santa Fe,Empresario,76918.38,132304.99,True,Plazo fijo,2018-12-10,10.0
810,Marta,Díaz,35,Tucumán,Empresario,130483.4,100865.42,True,Préstamo personal,2018-06-06,
811,Pedro,Rodríguez,30,Santa Fe,Estudiante,190090.7,145596.0,False,Tarjeta de crédito,2021-01-08,6.0
812,Luis,López,33,Mendoza,Empresario,33631.36,176602.32,False,Caja de ahorro,2015-03-13,
813,María,Romero,26,Santa Fe,Desempleado,-40958.82,117607.44,True,Cuenta corriente,2015-08-13,6.0
814,Lucía,García,29,Tucumán,Empleado,34522.36,154221.64,False,Caja de ahorro,2021-11-25,5.0
815,Sofía,Martínez,61,Neuquén,Empresario,156520.78,135304.73,False,Préstamo personal,2021-08-04,4.0
816,María,López,55,Tucumán,Jubilado,10312.91,205204.64,True,Préstamo personal,2022-01-31,7.0
817,Ana,Romero,36,Chubut,Desempleado,174862.69,124532.05,True,Caja de ahorro,2017-03-21,4.0
818,Ana,Gómez,77,Chubut,Jubilado,160740.45,181086.23,True,Tarjeta de crédito,2022-04-10,10.0
819,Juan,Díaz,24,Chubut,Desempleado,109551.81,205760.9,False,Tarjeta de crédito,2020-08-10,10.0
820,Pedro,Gómez,74,Buenos Aires,Empresario,68681.73,134914.78,False,Cuenta corriente,2016-11-08,10.0
821,Marta,Romero,52,Mendoza,Empleado,102763.03,126456.9,False,Cuenta corriente,2015-10-18,9.0
822,Luis,López,65,Neuquén,Jubilado,130554.37,186908.09,True,Plazo fijo,2019-01-21,5.0
823,Carlos,Díaz,35,Buenos Aires,,122923.82,78751.04,False,Plazo fijo,2021-03-01,
824,Sofía,Martínez,33,Mendoza,Estudiante,186982.97,167223.79,True,Cuenta corriente,2018-05-10,6.0
825,Lucía,Rodríguez,72,Neuquén,Empresario,,86987.13,True,Plazo fijo,2016-07-19,4.0
826,Marta,Díaz,56,Santa Fe,Empleado,34957.85,198896.47,False,Caja de ahorro,2021-12-04,3.0
827,María,Díaz,21,Neuquén,Empresario,26135.96,139916.15,True,Tarjeta de crédito,2019-12-21,6.0
828,Ana,López,76,Tucumán,Estudiante,16135.44,146368.88,False,Plazo fijo,2016-05-25,1.0
829,Sofía,López,42,Buenos Aires,Empleado,,121030.03,True,Plazo fijo,2017-07-12,2.0
830,Carlos,Romero,49,Santa Fe,Estudiante,88281.56,86691.71,True,Caja de ahorro,2021-05-14,7.0
831,Luis,Pérez,79,Tucumán,Empresario,101632.73,200634.42,True,Préstamo personal,2015-01-16,4.0
832,Juan,Díaz,57,Mendoza,Desempleado,73147.02,143157.7,False,Cuenta corriente,2021-07-31,5.0
833,Carlos,García,30,Neuquén,Empresario,,278350.74,True,Caja de ahorro,2015-12-22,10.0
834,Sofía,Díaz,62,Tucumán,Empresario,130716.79,117592.73,False,Préstamo personal,2017-04-09,1.0
835,Carlos,Romero,34,Santa Fe,Empresario,-23153.19,124132.23,True,Caja de ahorro,2022-03-31,2.0
836,Sofía,Sánchez,66,Buenos Aires,Jubilado,59920.22,114110.24,True,Tarjeta de crédito,2018-01-06,4.0
837,Sofía,Gómez,54,Buenos Aires,Estudiante,,142953.58,True,Caja de ahorro,2023-02-23,8.0
838,Diego,Rodríguez,23,Chubut,,54958.08,213008.72,False,Caja de ahorro,2017-12-26,10.0
839,Lucía,Pérez,36,Neuquén,Estudiante,119583.77,190405.49,False,Tarjeta de crédito,2022-12-16,4.0
840,Ana,Martínez,30,Tucumán,Jubilado,59987.05,89817.85,False,Cuenta corriente,2019-10-13,3.0
841,Diego,Martínez,74,Chubut,Desempleado,77207.76,198164.8,False,Préstamo personal,2015-08-02,3.0
842,Luis,Martínez,77,Santa Fe,Empresario,128746.03,,False,Plazo fijo,2019-09-17,5.0
843,Diego,López,43,Chubut,Desempleado,,169255.51,True,Cuenta corriente,2016-03-24,
844,Pedro,Martínez,31,Córdoba,Jubilado,,122630.37,True,Caja de ahorro,2019-04-18,8.0
845,Pedro,Rodríguez,48,Mendoza,Estudiante,102296.02,125603.59,False,Plazo fijo,2022-10-05,5.0
846,Ana,Gómez,71,Chubut,Empresario,162821.94,155482.69,False,Tarjeta de crédito,2021-12-21,7.0
847,Carlos,Martínez,21,Mendoza,Empleado,110407.5,,False,Cuenta corriente,2016-12-10,8.0
848,Lucía,Díaz,77,Santa Fe,Empleado,,202505.28,False,Préstamo personal,2016-01-15,5.0
849,Ana,Díaz,56,Córdoba,,186399.72,126161.77,True,Cuenta corriente,2022-08-19,8.0
850,Sofía,López,25,Buenos Aires,Estudiante,50702.85,72129.43,False,Cuenta corriente,2022-05-03,3.0
851,María,Rodríguez,42,Neuquén,Empleado,88642.2,97941.72,False,Plazo fijo,2020-03-03,7.0
852,Lucía,Gómez,30,Salta,Desempleado,147870.45,100481.47,False,Tarjeta de crédito,2017-11-13,8.0
853,Lucía,Pérez,49,Salta,Jubilado,6003.61,139466.08,False,Tarjeta de crédito,2016-06-22,7.0
854,Sofía,Romero,76,Neuquén,Desempleado,,158642.64,True,Cuenta corriente,2023-03-12,2.0
855,Sofía,Gómez,55,Santa Fe,Desempleado,42455.79,152152.02,True,Tarjeta de crédito,2017-01-22,8.0
856,Juan,Romero,55,Córdoba,,77250.03,168436.36,False,Plazo fijo,2016-06-18,6.0
857,Ana,Sánchez,73,Córdoba,Empresario,114442.9,139908.8,True,Plazo fijo,2016-11-03,10.0
858,Sofía,Romero,45,Mendoza,Desempleado,97914.71,141323.72,True,Préstamo personal,2017-11-30,3.0
859,Pedro,García,70,Buenos Aires,Desempleado,139458.8,220074.4,False,Tarjeta de crédito,2016-07-21,4.0
860,Luis,Díaz,47,Tucumán,Empresario,,198214.3,False,Préstamo personal,2018-12-07,7.0
861,María,Rodríguez,20,Chubut,Empresario,,,True,Caja de ahorro,2016-02-19,3.0
862,Ana,Fernández,45,Córdoba,Jubilado,140362.12,186666.82,True,Plazo fijo,2016-03-24,
863,Marta,López,20,Neuquén,Estudiante,151461.29,,True,Cuenta corriente,2016-09-01,6.0
864,Pedro,García,62,Tucumán,Empleado,20516.96,117098.46,True,Plazo fijo,2022-05-29,
865,Carlos,Romero,71,Salta,Empleado,26553.24,132711.86,True,Caja de ahorro,2020-06-24,10.0
866,Sofía,Martínez,51,Tucumán,Desempleado,82881.22,117569.36,False,Cuenta corriente,2019-12-03,6.0
867,Marta,Rodríguez,33,Buenos Aires,Jubilado,31958.71,88170.51,True,Tarjeta de crédito,2021-10-19,10.0
868,Sofía,García,39,Neuquén,Desempleado,9801.61,166821.75,True,Tarjeta de crédito,2016-12-05,3.0
869,Lucía,López,49,Buenos Aires,Empleado,80726.8,205429.91,True,Plazo fijo,2021-04-05,6.0
870,Pedro,Díaz,78,Tucumán,Empresario,111704.57,149487.61,True,Cuenta corriente,2017-12-01,4.0
871,Lucía,Rodríguez,55,Chubut,Estudiante,239948.98,175927.28,True,Cuenta corriente,2017-01-03,4.0
872,Juan,López,25,Santa Fe,Jubilado,127433.76,148298.64,True,Préstamo personal,2017-03-10,10.0
873,Lucía,Sánchez,72,Córdoba,,187613.5,132334.45,True,Caja de ahorro,2020-08-19,
874,Juan,Sánchez,25,Neuquén,Estudiante,97792.45,186767.86,True,Tarjeta de crédito,2022-08-26,
875,Juan,López,79,Santa Fe,Jubilado,127978.3,,False,Plazo fijo,2020-02-04,
876,Marta,García,74,Tucumán,Jubilado,92693.12,75463.89,False,Cuenta corriente,2020-12-26,4.0
877,Sofía,Rodríguez,23,Córdoba,Empleado,,92308.01,True,Tarjeta de crédito,2020-03-05,7.0
878,Carlos,García,31,Mendoza,Empresario,65720.46,184143.52,False,Plazo fijo,2016-12-31,5.0
879,Lucía,Pérez,49,Santa Fe,Jubilado,,153488.44,False,Tarjeta de crédito,2015-07-15,8.0
880,Pedro,Romero,52,Santa Fe,Jubilado,139827.03,,False,Plazo fijo,2018-01-02,7.0
881,Juan,Pérez,27,Tucumán,Estudiante,110373.65,217076.92,False,Tarjeta de crédito,2019-06-27,10.0
882,Sofía,Sánchez,20,Salta,Empleado,78791.9,103466.41,False,Préstamo personal,2019-07-17,9.0
883,María,Díaz,76,Tucumán,,148018.86,198166.81,False,Caja de ahorro,2018-01-30,8.0
884,Ana,Gómez,29,Santa Fe,Empleado,97942.64,134147.02,True,Tarjeta de crédito,2015-09-21,9.0
885,Marta,Romero,66,Córdoba,Desempleado,97590.16,128065.56,True,Caja de ahorro,2023-03-12,1.0
886,Carlos,Sánchez,76,Chubut,Empresario,111529.12,153248.82,False,Tarjeta de crédito,2017-07-08,10.0
887,Diego,García,48,Salta,Empresario,,159509.45,True,Cuenta corriente,2015-06-10,3.0
888,Marta,García,46,Tucumán,Jubilado,20337.3,141578.31,False,Préstamo personal,2018-06-10,5.0
889,María,García,22,Chubut,Empresario,154344.78,174412.57,True,Préstamo personal,2021-12-13,9.0
890,Ana,Díaz,79,Neuquén,Jubilado,66151.92,153409.72,True,Caja de ahorro,2019-12-16,8.0
891,María,Pérez,69,Tucumán,Empleado,93352.43,142026.74,True,Cuenta corriente,2017-02-08,
892,Lucía,Gómez,42,Santa Fe,Empresario,180621.93,133348.63,False,Plazo fijo,2015-11-07,7.0
893,Juan,García,58,Chubut,Empleado,95606.63,159533.86,True,Préstamo personal,2015-08-15,2.0
894,Carlos,Fernández,48,Santa Fe,Empleado,89495.56,,True,Cuenta corriente,2015-09-30,6.0
895,Luis,Romero,79,Mendoza,Empresario,144803.88,107021.45,False,Cuenta corriente,2023-03-05,4.0
896,Juan,Rodríguez,38,Chubut,Empleado,70086.75,,False,Caja de ahorro,2015-11-13,5.0
897,Luis,Fernández,75,Chubut,,160146.46,,True,Cuenta corriente,2020-04-06,5.0
898,Ana,Gómez,37,Tucumán,Empresario,143777.9,235714.0,False,Cuenta corriente,2021-05-27,4.0
899,Sofía,Díaz,56,Santa Fe,Empresario,191516.66,143626.97,True,Plazo fijo,2019-02-01,4.0
900,Diego,Gómez,39,Neuquén,Desempleado,65482.85,79030.75,True,Caja de ahorro,2022-08-08,4.0
901,Pedro,Rodríguez,21,Buenos Aires,Empleado,168348.73,118390.1,False,Caja de ahorro,2020-03-09,2.0
902,Juan,Romero,30,Salta,Estudiante,127704.61,176355.67,False,Cuenta corriente,2019-05-21,1.0
903,Carlos,Rodríguez,62,Buenos Aires,Empresario,33731.68,111188.72,True,Plazo fijo,2019-11-28,2.0
904,María,López,59,Salta,Empleado,-29808.82,97770.19,False,Tarjeta de crédito,2018-12-21,7.0
905,Carlos,Romero,67,Neuquén,Jubilado,60098.66,176146.76,True,Préstamo personal,2021-08-19,1.0
906,Ana,Gómez,66,Chubut,Empresario,,168595.2,False,Caja de ahorro,2020-04-09,6.0
907,Luis,García,37,Chubut,Empresario,,91098.37,False,Plazo fijo,2016-07-20,4.0
908,María,Gómez,69,Tucumán,Estudiante,97045.95,114200.27,False,Plazo fijo,2022-12-25,
909,Pedro,Gómez,30,Mendoza,Desempleado,97493.53,199786.81,False,Cuenta corriente,2022-09-03,3.0
910,Pedro,Romero,34,Santa Fe,Desempleado,,184113.77,False,Préstamo personal,2015-09-09,7.0
911,Juan,López,71,Santa Fe,Empresario,151560.86,102105.14,True,Caja de ahorro,2019-04-06,6.0
912,Ana,Gómez,53,Santa Fe,Empleado,28185.52,70444.43,True,Tarjeta de crédito,2021-06-12,6.0
913,Sofía,Fernández,50,Tucumán,Jubilado,113414.49,160740.72,True,Cuenta corriente,2016-11-05,8.0
914,Ana,Sánchez,18,Salta,Jubilado,58862.44,138157.28,False,Caja de ahorro,2022-12-25,8.0
915,Luis,Martínez,32,Chubut,Empleado,54672.95,157269.68,True,Caja de ahorro,2021-04-30,6.0
916,Carlos,Martínez,30,Neuquén,,158811.53,175386.48,True,Plazo fijo,2020-10-16,1.0
917,Pedro,Gómez,34,Santa Fe,Jubilado,50836.85,,False,Préstamo personal,2019-05-22,10.0
918,Carlos,Fernández,41,Buenos Aires,Desempleado,93024.09,,False,Tarjeta de crédito,2016-05-28,7.0
919,Carlos,García,75,Santa Fe,Empleado,,114037.66,False,Préstamo personal,2022-09-17,8.0
920,Carlos,Díaz,25,Chubut,Estudiante,,115470.6,True,Plazo fijo,2016-03-17,5.0
921,Pedro,Díaz,67,Tucumán,Empresario,77251.48,172590.37,True,Tarjeta de crédito,2015-01-01,
922,Marta,Romero,44,Neuquén,,,155762.74,False,Tarjeta de crédito,2021-08-02,7.0
923,Lucía,Martínez,62,Mendoza,,38639.86,87482.33,True,Cuenta corriente,2018-02-12,6.0
924,Luis,Gómez,40,Neuquén,Empresario,165032.26,179004.15,True,Tarjeta de crédito,2017-06-21,6.0
925,Marta,Díaz,63,Buenos Aires,Desempleado,,135997.2,False,Caja de ahorro,2019-06-12,3.0
926,Luis,Gómez,25,Santa Fe,Empresario,134330.11,180846.62,True,Préstamo personal,2018-05-05,10.0
927,María,Romero,25,Santa Fe,,139841.65,109410.48,False,Préstamo personal,2021-05-10,4.0
928,Ana,Martínez,76,Córdoba,Desempleado,,112972.48,True,Cuenta corriente,2017-05-05,5.0
929,Ana,Rodríguez,43,Salta,Desempleado,22604.38,160068.49,False,Tarjeta de crédito,2017-10-14,9.0
930,Diego,Sánchez,64,Buenos Aires,,128027.02,106141.6,True,Plazo fijo,2018-03-29,8.0
931,Ana,Sánchez,76,Córdoba,Desempleado,144427.89,139004.75,True,Caja de ahorro,2021-01-29,3.0
932,Pedro,Díaz,30,Neuquén,,180352.33,101597.06,False,Cuenta corriente,2016-08-07,6.0
933,Sofía,Sánchez,56,Mendoza,Desempleado,89955.49,134345.21,False,Tarjeta de crédito,2023-02-24,10.0
934,Juan,Rodríguez,54,Salta,Desempleado,82662.44,148725.83,False,Plazo fijo,2021-12-03,1.0
935,Diego,Gómez,66,Buenos Aires,Empresario,88036.99,150610.32,False,Tarjeta de crédito,2016-03-30,3.0
936,Juan,Romero,45,Santa Fe,Empleado,133537.19,135410.11,True,Cuenta corriente,2015-07-15,10.0
937,Luis,Rodríguez,42,Neuquén,Estudiante,85895.54,,False,Plazo fijo,2022-10-14,7.0
938,Juan,Romero,78,Buenos Aires,Estudiante,97388.05,155911.96,False,Plazo fijo,2016-08-21,7.0
939,Juan,Romero,33,Santa Fe,Jubilado,141552.64,146425.33,False,Plazo fijo,2018-08-25,2.0
940,Diego,Martínez,72,Chubut,Desempleado,,124965.98,False,Plazo fijo,2019-10-26,3.0
941,María,Gómez,19,Salta,Desempleado,169557.7,192729.75,False,Tarjeta de crédito,2016-07-09,7.0
942,Carlos,Fernández,71,Chubut,Empleado,131654.45,165451.49,True,Plazo fijo,2022-12-05,6.0
943,Ana,Sánchez,35,Chubut,Estudiante,7118.97,,False,Tarjeta de crédito,2019-02-26,
944,Ana,Fernández,34,Santa Fe,,74232.29,175955.36,False,Plazo fijo,2016-03-14,10.0
945,Pedro,Martínez,47,Mendoza,Empleado,-1217.17,185019.75,False,Plazo fijo,2022-05-21,9.0
946,Diego,Romero,56,Neuquén,Desempleado,90166.03,146737.41,True,Cuenta corriente,2015-12-25,8.0
947,Pedro,Díaz,30,Tucumán,,,,True,Tarjeta de crédito,2017-11-23,
948,Sofía,Sánchez,49,Santa Fe,Jubilado,141742.74,,True,Tarjeta de crédito,2018-01-16,4.0
949,Sofía,Sánchez,67,Mendoza,Empresario,55949.08,116262.36,False,Préstamo personal,2022-05-29,10.0
950,Pedro,Gómez,46,Tucumán,Estudiante,119386.75,183747.78,False,Cuenta corriente,2020-08-25,9.0
951,Diego,López,63,Neuquén,Jubilado,128442.38,118695.07,True,Tarjeta de crédito,2022-08-24,7.0
952,Pedro,Pérez,47,Chubut,Empleado,112859.74,143606.32,True,Cuenta corriente,2016-02-25,5.0
953,Ana,Pérez,35,Salta,Empresario,157006.18,115655.19,False,Cuenta corriente,2016-07-06,2.0
954,Marta,Pérez,30,Salta,Jubilado,203414.44,159232.62,False,Cuenta corriente,2022-09-15,9.0
955,Lucía,López,60,Neuquén,Jubilado,105597.1,165749.7,False,Caja de ahorro,2022-10-11,7.0
956,Juan,Gómez,38,Neuquén,Desempleado,120258.98,166818.99,True,Tarjeta de crédito,2018-02-23,9.0
957,Lucía,López,47,Buenos Aires,Estudiante,55986.15,104425.56,False,Cuenta corriente,2017-10-28,9.0
958,Diego,Pérez,38,Mendoza,Desempleado,49023.83,154268.08,False,Caja de ahorro,2019-01-31,10.0
